Titel,Brand,Kategorie,SKU,Barcode (EAN/GTIN),Highlights,Description,Attributes,Price,BIN,Quantity
Cretacolor Harte Pastellkreiden Braun für präzise Linien & sanfte Übergänge,Brevillier's CRETACOLOR,Bastel- & Künstlerbedarf > Künstler- & Zeichenbedarf > Zeichnen > Pastell,SKU-8035511646,9002592484122,"Vielseitige Brauntöne für natürliche Schattierungen und beeindruckende Tiefe. | Mühelose Präzision bei Linien und sanfte, harmonische Farbübergänge erzielen. | Quadratische Form ermöglicht feine Details und breite, ausdrucksstarke Flächen. | Hohe Bruchfestigkeit garantiert langanhaltenden, zuverlässigen kreativen Einsatz. | Lichtecht und ungiftig für sichere, dauerhaft brillante Kunstwerke. | Ideal für anspruchsvolle Künstler, Hobbyzeichner und kreative Projekte.","Das Cretacolor Pastellkreiden Hart Set in 12 Brauntönen ermöglicht präzise Linien und sanfte Übergänge für ausdrucksstarke Kunstwerke. Diese hochwertigen, ölfreien Kreiden sind ideal für detaillierte Skizzen und verleihen Ihren Werken beeindruckende Tiefe.Die wasserlöslichen Eigenschaften eröffnen innovative Mischtechniken und Lavierungen, um einzigartige Effekte und Texturen zu schaffen. Dank ihrer besonderen Lichtechtheit bewahren Ihre Kunstwerke dauerhaft ihre brillante Farbintensität und lassen sich hervorragend verblenden.Im Lieferumfang enthalten ist ein Set von 12 bruchfesten und ungiftigen Pastellkreiden, die ein sicheres und langanhaltendes Arbeiten garantieren. Für optimale Haltbarkeit und Schutz vor Abrieb wird nach dem Auftragen eine Fixierung empfohlen, um Ihre kreativen Ergebnisse zu bewahren.","{""Anwendungsbereich"":""Zeichnen, Skizzieren, Malen"",""Anzahl"":""12 Stück"",""Anzahl der Einheiten"":""12"",""Besonderheiten"":""hart, wasservermalbar, lichtecht, bruchfest, ungiftig"",""category"":""Pastell"",""Eigenschaften"":""hart, wasservermalbar, lichtecht, bruchfest, ungiftig, quadratische Form"",""Farbe"":""Brauntöne"",""GPSR Manufacturer name"":""Cretacolor"",""Herstellername"":""Cretacolor"",""Herstellungsland"":""Österreich"",""Herstellungsland und -region"":""Österreich"",""Kategorie"":""Bastel- & Künstlerbedarf > Künstler- & Zeichenbedarf > Zeichnen > Pastell"",""Marke"":""Brevillier's CRETACOLOR"",""Maßeinheit"":""Stück"",""Material"":""Pastellkreide, ölfrei"",""Produktart"":""Pastellkreide"",""Set"":""Ja"",""Zielgruppe"":""Künstler, Hobbyzeichner, Schüler"",""Zustand"":""Neu""}",22.9 EUR,XGA0204D,1
UGG Tazz Damen Hausschuhe: Luxuriöser Komfort & stilvolle Wärme,UGG,Kleidung & Accessoires > Herren > Herrenschuhe > Hausschuhe,SKU-8064565799,197634001401,Luxuriöses Wildleder-Obermaterial für erstklassige Optik und geschmeidige Haptik. | Kuscheliges Lammfellfutter garantiert unvergleichliche Wärme und höchsten Tragekomfort. | Moderne Plateau-Sohle verleiht trendigen Stil und angenehme Erhöhung. | Robuste Gummilaufsohle bietet sicheren Halt und langanhaltende Strapazierfähigkeit. | Charakteristische Stickerei als stilvolles Detail für eine besondere Eleganz. | Ideal für gemütliche Stunden zu Hause oder stilvolle Outdoor-Momente.,Die UGG Tazz Hausschuhe bieten Komfort und Wärme. Perfekt für entspannte Tage zu Hause. Die Hausschuhe sind neu und ungetragen.,"{""Absatzart"":""Plateau"",""Absatzhöhe"":""Flach"",""Abteilung"":""Damen"",""Anlass"":""Freizeit, Zuhause"",""Farbe"":""Sand"",""GPSR Manufacturer name"":""UGG"",""Innenmaterial"":""Lammfell"",""Jahreszeit"":""Herbst/Winter"",""Kategorie"":""Kleidung & Accessoires > Herren > Herrenschuhe > Hausschuhe"",""Marke"":""UGG"",""Modell"":""Tazz"",""Muster"":""Einfarbig"",""Obermaterial"":""Wildleder"",""Sohlenmaterial"":""Gummi"",""Stil"":""Pantoletten"",""Verschluss"":""Ohne Verschluss""}",129.99 EUR,,0
"Desigual Damen Sweatshirt AZRIEL: Stilvoll, bequem, 100% Baumwolle",Desigual,Sport > Fitness & Jogging > Bekleidung > Damen > Sweatshirts & Kapuzenpullover,SKU-8112287411,8445110446065,"Leuchtendes Rosa für einen auffälligen und femininen Look. | Hochwertige 100% Baumwolle garantiert optimalen Tragekomfort. | Bequeme Regular Fit Passform bietet maximale Bewegungsfreiheit. | Robust und langlebig, ideal für den täglichen Einsatz. | Vielseitig kombinierbar für Freizeit und aktive Tage. | Einfache Pflege für langanhaltende Farbbrillanz und Form.","Das Desigual Damen Sweatshirt AZRIEL in leuchtendem Rosa vereint stilvolles Design mit höchstem Tragekomfort für jede Gelegenheit. Es ist die perfekte Wahl, Ihre Individualität auszudrücken und entspannte Stunden oder aktive Tage stilvoll zu genießen.Gefertigt aus 100% weicher, atmungsaktiver Baumwolle, bietet dieses Sweatshirt ein angenehmes Hautgefühl und optimale Bewegungsfreiheit. Die bequeme Regular Fit Passform sorgt für einen modernen Look und ist dabei besonders robust und langlebig, ideal für den täglichen Einsatz.Sie erhalten ein hochwertiges Desigual Damen Sweatshirt AZRIEL in der Farbe Rosa und Größe XXL. Für langanhaltende Freude an diesem exklusiven Kleidungsstück beachten Sie bitte die allgemeinen Pflegehinweise für Baumwolltextilien, um die Farbbrillanz und Form zu erhalten.","{""Abteilung"":""Damen"",""Anlass"":""Freizeit"",""Ärmellänge"":""Langarm"",""Ausschnitt"":""Rundhals"",""Farbe"":""Rosa"",""GPSR Manufacturer name"":""Desigual"",""Größe"":""XXL"",""Jahreszeit"":""Frühling, Herbst, Winter"",""Kategorie"":""Sport > Fitness & Jogging > Bekleidung > Damen > Sweatshirts & Kapuzenpullover"",""Marke"":""Desigual"",""Material"":""100% Baumwolle"",""Modellnummer"":""23WMSK05/3022"",""Muster"":""Uni"",""Passform"":""Regular"",""Produktart"":""Sweatshirt"",""Stil"":""Casual"",""Zustand"":""Neu""}",79.95 EUR,XSGA0103A,1
GULNABIO Jersey-Spannbettlaken Rot 100x200 cm – Perfekte Passform & Komfort,GULNABIO,"Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettlaken",SKU-8133187753,,"Weicher Jersey aus 100% gekämmter Baumwolle für hohen Komfort. | Dauerelastischer Rundumgummi garantiert faltenfreien Sitz auf der Matratze. | Besonders pflegeleicht, bügelfrei und trocknergeeignet. | Hautfreundlich und atmungsaktiv für ein angenehmes Schlafklima. | Intensives Rot setzt stilvollen Farbakzent im Schlafzimmer. | Passend für Standard-Matratzen der Größe 100x200 cm.",Rotes Jersey-Spannbettuch von Villa Grinario für Standard-Matratzen in der Größe 100 x 200 cm aus 100 % gekämmter Baumwolle.,"{""Besonderheiten"":""Bügelfrei, Trocknergeeignet, Rundumgummi"",""Eigenschaften"":""Anschmiegsam, dauerelastischer Rundumgummi, hautfreundlich, atmungsaktiv, bügelfrei, trocknergeeignet"",""Farbe"":""Rot"",""Geeignete Matratzentypen"":""Standard-Matratzen"",""Größe"":""100x200 cm"",""Gummizug"":""Rundumgummi, dauerelastisch"",""Kategorie"":""Möbel & Wohnen > Bettwaren, -wäsche & Matratzen > Bettlaken"",""Material"":""100% Baumwolle (Jersey, gekämmt)"",""Muster"":""Uni"",""Pflegeanleitung"":""Maschinenwäsche"",""Pflegehinweise"":""Maschinenwäsche, trocknergeeignet, bügelfrei"",""Produktart"":""Spannbettlaken"",""Zimmer"":""Schlafzimmer""}",14.99 EUR,XGA0201C,2
FUVSHU UV-Matratzenstaubsauger BT-Y02 für Tiefenreinigung & Milbenschutz,FUVSHU,Haushaltsgeräte > Staubsauger & Zubehör > Staubsauger,SKU-8151275535,,Tiefenreinigung mit UV-C-Licht gegen Milben und Allergene | Starke 13 kPa Saugkraft für effektive Staubentfernung | Mehrstuiges HEPA-Filtersystem für saubere Raumluft | Ergonomisches Design und 4m Kabel für einfache Handhabung | Doppel-Staubbehälter für hygienische Schmutztrennung | Ideal für Allergiker und hygienisch anspruchsvolle Haushalte,"Der FUVSHU BT-Y02 UV-Matratzenstaubsauger bietet eine spezialisierte Tiefenreinigung für Matratzen und Polstermöbel, indem er Milben, Allergene und Feinstaub effektiv reduziert. Seine Kombination aus UV-C-Licht, kräftiger Vibration und 13 kPa Saugkraft schafft eine hygienisch saubere Umgebung, ideal für Allergiker und anspruchsvolle Haushalte.Das leichte und ergonomische Design ermöglicht eine komfortable Einhandbedienung und maximale Bewegungsfreiheit dank des 4 Meter langen Netzkabels. Ein fortschrittliches mehrstuiges HEPA-Filtersystem und der Doppel-Staubbehälter trennen Schmutzpartikel hygienisch und verbessern spürbar die Raumluftqualität.Im Lieferumfang sind der Matratzenstaubsauger mit integriertem UV-C-Modul, der Dual-Staubbehälter und der HEPA-Filter enthalten. Für optimale Leistung und Langlebigkeit sind eine regelmäßige Filterreinigung und die korrekte Anwendung des UV-Lichts essenziell, um stets beste Reinigungsergebnisse zu erzielen.","{""Anwendungsbereiche"":""Matratzen, Betten, Sofas, Polstermöbel, Textilien"",""Besonderheiten"":""UV-C-Licht, HEPA-Filter, Kabelgebunden"",""Betriebsart"":""Kabelgebunden"",""Filtertyp"":""Mehrfachfiltration mit HEPA-Filter"",""Frequenz"":""50/60 Hz"",""GPSR Manufacturer name"":""FUVSHU"",""Hersteller/Importeur (EU)"":""E-CrossStu GmbH, Mainzer Landstr. 69, 60329 Frankfurt am Main, Deutschland"",""Herstellernummer"":""BT-Y02"",""Kabellänge"":""4 m"",""Kabellänge (m)"":""4"",""Kategorie"":""Haushaltsgeräte > Staubsauger & Zubehör > Staubsauger"",""Leistung"":""350 W"",""Leistung (W)"":""350"",""Marke"":""FUVSHU"",""Modell"":""BT-Y02"",""Nennspannung"":""220–240 V~"",""Nettogewicht"":""1.7 kg"",""Nettogewicht (kg)"":""1.7"",""Produktart"":""UV-Matratzenstaubsauger / Milbensauger"",""Saugkraft"":""13 kPa"",""Saugkraft (kPa)"":""13"",""Staubbehälterkapazität"":""0.4 L"",""Staubbehältervolumen"":""0.4 L"",""Staubbehältervolumen (L)"":""0.4"",""UV-Licht"":""Integriertes UV-C-Modul""}",53.24 EUR,XGA0203B,1
"New Balance Herren Sneaker 515: Stilvoll, bequem und vielseitig",New Balance,Kleidung & Accessoires > Herren > Herren-Accessoires > Handschuhe & Fäustlinge,SKU-8197874459,197967919923,Zeitloses Retro-Design für einen eleganten und vielseitigen Look. | Hochwertiges Obermaterial für Atmungsaktivität und strapazierfähigen Komfort. | Dämpfende Zwischensohle für exzellenten Tragekomfort den ganzen Tag. | Robuste Gummilaufsohle bietet sicheren Halt auf vielfältigen Untergründen. | Perfekt geeignet für urbane Erkundungen und entspannte Freizeitmomente. | Leichtes Design sorgt für unbeschwerte Bewegungsfreiheit im Alltag.,"Die New Balance ML515AGR sind klassische Retro-Sneaker für Herren. Das schwarze Obermaterial aus Textil und Wildleder sorgt für guten Halt und Atmungsaktivität, die dämpfende Zwischensohle bietet angenehmen Komfort im Alltag. Ideal für Freizeit, Stadt und leichte sportliche Aktivitäten.","{""Absatzhöhe"":""Flach"",""Abteilung"":""Herren"",""Anlass"":""Freizeit"",""Farbe"":""Schwarz"",""Futtermaterial"":""Textil"",""GPSR Manufacturer name"":""New Balance"",""Jahreszeit"":""Ganzjährig"",""Kategorie"":""Kleidung & Accessoires > Herren > Herren-Accessoires > Handschuhe & Fäustlinge"",""Laufsohlenmaterial"":""Gummi"",""Marke"":""New Balance"",""Modell"":""515"",""Obermaterial"":""Textil, Wildleder"",""Schuhgröße"":""EU 43"",""Stil"":""Sneaker"",""Verschluss"":""Schnürung""}",135 EUR,,0
KNIPEX Zangenschlüssel 200mm – Präzises Greifen & Schrauben ohne Beschädigung,KNIPEX,Heimwerker > Werkzeuge > Handwerkzeuge,SKU-8236064906,4003773087571,"Ersetzt Schraubenschlüsselsätze, spart effektiv Platz und Gewicht. | Schont empfindliche Oberflächen durch präzise parallele Greifbacken. | Schnelle, präzise Einstellung direkt am Werkstück per Knopfdruck. | Hohe Klemmkraft dank 10-facher Handkraftverstärkung für sicheren Halt. | Vielseitiger Greifbereich von 4 bis 22 mm für diverse Anwendungen. | Made in Germany garantiert höchste Qualität und lange Lebensdauer. | Ergonomische Griffe ermöglichen komfortables und sicheres Arbeiten.","Der KNIPEX Zangenschlüssel 82 01 200 SB vereint die Funktionen einer Zange und eines Schraubenschlüssels, was ihn zu einem unverzichtbaren Werkzeug für vielfältige Aufgaben macht. Er ermöglicht präzises Greifen, Halten, Pressen und Biegen von Werkstücken und schont dabei dank seiner parallelen Greifbacken empfindliche Oberflächen.Dieses vielseitige Werkzeug bietet eine stufenlose Greifkapazität von 4 bis 22 mm, die sich bequem per Knopfdruck direkt am Werkstück einstellen lässt. Gefertigt aus hochwertigem Chrom-Vanadin-Stahl und robustem Kunststoff, garantiert es höchste Qualität und eine lange Lebensdauer für den professionellen Einsatz.Die ergonomisch gestalteten Griffe sorgen für ein komfortables und sicheres Arbeiten bei allen Anwendungen, selbst bei längerem Gebrauch. Sie erhalten einen originalen KNIPEX Zangenschlüssel 82 01 200 SB, der für höchste Ansprüche konzipiert wurde und sofort einsatzbereit ist.","{""Anwendungsbereich"":""Greifen; Halten; Biegen"",""Besonderheiten"":""Selbstklemmend; Knopfdruckverstellung"",""Farbe"":""Rot; Grau"",""GPSR Manufacturer name"":""KNIPEX"",""Greifbereich"":""4-22 mm (5/32-7/8 Zoll)"",""Griffmaterial"":""Kunststoff"",""Hersteller"":""KNIPEX-Werk"",""Herstellernummer"":""82 01 200 SB"",""Herstellungsland"":""Deutschland"",""Kategorie"":""Heimwerker > Werkzeuge > Handwerkzeuge"",""Länge"":""200 mm"",""Marke"":""KNIPEX"",""Modell"":""Zangenschlüssel 82 01 200 SB"",""Produktart"":""Zangenschlüssel"",""Zustand"":""Neu""}",20.83 EUR,,0
LICO Boulder V Kinder Hallenschuhe: Sicherer Halt & Komfort,LICO,Kleidung & Accessoires > Herren > Herren-Accessoires > Handschuhe & Fäustlinge,SKU-8245288059,4019335589544,"Sicherer Halt und optimale Traktion auf allen Hallenböden. | Doppel-Klettverschlüsse für kinderleichtes An- und Ausziehen. | Atmungsaktive Materialien für ein angenehmes Fußklima. | Robuste Synthetik-Einsätze für hohe Langlebigkeit im Sport. | Nicht abfärbende Sohle schont Hallenböden und hinterlässt keine Spuren. | Modernes Design in Pink/Türkis, ideal für aktive Kinder.","Die LICO Boulder V Hallenschuhe wurden speziell für aktive Kinder entwickelt und bieten optimalen Komfort sowie sicheren Halt bei allen Indoor-Sportarten. Ihre praktischen Doppel-Klettverschlüsse ermöglichen ein kinderleichtes An- und Ausziehen, was die Selbstständigkeit fördert.Eine Kombination aus atmungsaktiven Textil-Einsätzen und robusten Synthetik-Materialien sorgt für ein stets angenehmes Fußklima und beeindruckende Langlebigkeit. Die helle, nicht abfärbende Indoor-Laufsohle garantiert dabei hervorragenden Grip auf allen Hallenböden, ohne Spuren zu hinterlassen.Das moderne Design in Pink mit türkisfarbenen Akzenten macht diese Schuhe zum idealen Begleiter für Schulsport, Hallenfußball und diverse Hallenaktivitäten. Verlassen Sie sich auf die bewährte LICO-Qualität, die junge Sportler optimal bei jeder Bewegung unterstützt; der Lieferumfang umfasst ein Paar LICO Boulder V Hallenschuhe.","{""Absatzhöhe"":""Flach (weniger als 2,5 cm)"",""Altersgruppe"":""Kinder"",""Anlass"":""Sport"",""Besondere Merkmale"":""Atmungsaktiv, Nicht abfärbende Sohle"",""Besonderheiten"":""Atmungsaktiv"",""Einlegesohlenmaterial"":""Textil"",""Einsatzbereich"":""Indoor"",""Farbe"":""Pink/Türkis"",""Futtermaterial"":""Textil"",""Geschlecht"":""Mädchen"",""GPSR Manufacturer name"":""LICO"",""Größe"":""31"",""Handgefertigt"":""Nein"",""Herstellernummer"":""360652"",""Individualisiert"":""Nein"",""Innenfarbe"":""Türkis"",""Jahreszeit"":""Alle Jahreszeiten"",""Kategorie"":""Kleidung & Accessoires > Herren > Herren-Accessoires > Handschuhe & Fäustlinge"",""Kategorie Bezeichnung"":""Sport > Sportbekleidung & -schuhe > Sportschuhe > Hallenschuhe"",""Laufsohlenmaterial"":""Gummi"",""Marke"":""LICO"",""Material"":""Synthetik/Textil"",""Modell"":""Boulder V"",""Muster"":""Ohne Muster"",""Obermaterial"":""Synthetik/Textil"",""Produktart"":""Hallenschuhe"",""Schuhschafttyp"":""Niedrig"",""Sohle Eigenschaft"":""Nicht abfärbend"",""Sportart"":""Hallensport, Hallenfußball, Schulsport"",""Stil"":""Sportschuh"",""Verschluss"":""Doppel-Klettverschluss"",""Vintage"":""Nein"",""Zielgruppe"":""Kinder"",""Zustand"":""Neu""}",22.99 EUR,XGA0302B,1
Sony WH-CH720N Over-Ear Kopfhörer mit Aktiver Geräuschunterdrückung,Sony,"TV, Video & Audio > DJ-Equipment > DJ-Kopfhörer",SKU-8249181407,4548736142428,Genießen Sie ungestörten Hörgenuss dank aktiver Geräuschunterdrückung. | Erleben Sie bis zu 35 Stunden Musik mit einer Akkuladung. | Wechseln Sie nahtlos zwischen zwei Bluetooth-Geräten mit Multipoint. | Tauchen Sie ein in räumlichen Klang mit 360 Reality Audio. | Profitieren Sie von leichtem Design und ergonomischem Tragekomfort. | Führen Sie kristallklare Gespräche mit verbesserter Anrufqualität. | Steuern Sie Ihre Musik bequem per Sprachbefehl über Assistenten.,"Die Sony WH-CH720N Over-Ear Kopfhörer revolutionieren Ihr Klangerlebnis durch fortschrittliche Geräuschunterdrückung, sodass Sie ungestörte Audioqualität in jeder Umgebung genießen können. Ihr außergewöhnlich leichtes Design und die ergonomisch geformten Ohrpolster garantieren höchsten Tragekomfort über Stunden hinweg, ideal für lange Hörsessions.Profitieren Sie von einer beeindruckenden Akkulaufzeit von bis zu 35 Stunden und wechseln Sie dank Multi-Point-Verbindung nahtlos zwischen zwei Bluetooth-Geräten für maximale Flexibilität. Die hochwertigen Materialien gewährleisten nicht nur Langlebigkeit, sondern auch eine exzellente Klangwiedergabe, unterstützt durch 360 Reality Audio für ein immersives Hörerlebnis.Im Lieferumfang befinden sich die Sony WH-CH720N Kopfhörer sowie das notwendige Ladezubehör, damit Sie sofort in Ihr persönliches Klangerlebnis eintauchen können. Für eine dauerhaft optimale Leistung und Hygiene empfiehlt sich die regelmäßige und sanfte Reinigung der Ohrpolster mit einem trockenen, weichen Tuch, um die Lebensdauer zu verlängern.","{""Farbe"":""Schwarz"",""GPSR Manufacturer name"":""Sony"",""Kategorie"":""TV, Video & Audio > DJ-Equipment > DJ-Kopfhörer"",""Konnektivität"":""Bluetooth"",""Marke"":""Sony"",""Modell"":""WH-CH720N"",""Produktart"":null}",64.9 EUR,,0
"IKEA RANARP Pendelleuchte: Zeitloses Design für warmes, gezieltes Licht",IKEA,"Sammeln & Seltenes > Esoterik, Mystik & Magie > Orakel & Tarot > Pendel",SKU-8310896573,,"Blendfreies, gerichtetes Licht schafft optimale Beleuchtung für Essbereiche. | Zeitloses skandinavisches Design integriert sich harmonisch in jeden Raum. | Robuster Metallschirm in elegantem Weiß garantiert Langlebigkeit und Ästhetik. | Kompatibel mit E27 LED-Leuchtmitteln für individuelle Helligkeit und Effizienz. | Einfache und sichere Montage ermöglicht schnelle Inbetriebnahme der Leuchte. | Pflegeleichte Oberfläche sichert dauerhafte Schönheit bei geringem Aufwand.","Die IKEA Pendelleuchte RANARP erzeugt blendfreies, gerichtetes Licht über Esstisch oder Kücheninsel. Ihr zeitloses skandinavisches Design sorgt für eine warme, einladende Atmosphäre im ganzen Raum.

Der weiße Metallschirm mit 38 cm Durchmesser bündelt das Licht optimal nach unten. Eine E27-Fassung ermöglicht die Nutzung moderner LED-Leuchtmittel bis 11 Watt in Wunschhelligkeit und Farbtemperatur.

Im Lieferumfang enthalten sind die Pendelleuchte mit textilummanteltem Kabel, Deckenbaldachin und passendem Montagezubehör für die Deckeninstallation. Zur Pflege genügt ein trockenes oder leicht feuchtes Tuch, aggressive Reiniger und scharfe Gegenstände sollten vermieden werden.","{""9800 Farbe"":""Weiß"",""9800 Marke"":""IKEA"",""9800 Produkttyp"":""Pendelleuchte"",""Anzahl der Lichter"":""1"",""Durchmesser"":""38 cm"",""Empfohlenes Leuchtmittel"":""LED"",""Farbe"":""Weiß"",""Fassung"":""E27"",""GPSR Manufacturer name"":""IKEA"",""Herstellernummer"":""SKU-8310896573"",""Kategorie"":""Sammeln & Seltenes > Esoterik, Mystik & Magie > Orakel & Tarot > Pendel"",""Kategorie (Breadcrumb)"":""Möbel & Wohnen > Beleuchtung > Deckenlampen & Kronleuchter > Pendelleuchten"",""Lieferumfang"":""Pendelleuchte, Deckenbaldachin, Montagezubehör"",""Marke"":""IKEA"",""Material"":""Metall"",""Maximale Leistung"":""11 W"",""Montagebereich"":""Decke"",""Produktart"":""Pendelleuchte"",""Stromquelle"":""Kabel"",""Zimmer"":""Esszimmer, Küche""}",104.05 EUR,XGA0201C,1
